Security Code,Security Name,Company name,Result Date
512161,SECURKLOUD,Securekloud Technologies Ltd,07 Feb 2022
532908,SHARONBIO,SHARON BIO-MEDICINE LTD.-$,07 Feb 2022
532776,SHIVAMAUTO,SHIVAM AUTOTECH LTD.,07 Feb 2022
511108,SHIVTEX,SHIVA TEXYARN LTD.,07 Feb 2022
539450,SHK,S H Kelkar and Company Ltd,07 Feb 2022
503863,SHRMFGC,SHREE MANUFACTURING CO.LTD.,07 Feb 2022
541358,SHWL,Shree Worstex Ltd,07 Feb 2022
526877,SIDDHEGA,SIDDHESWARI GARMENTS LTD.,07 Feb 2022
503229,SIMPLXREA,SIMPLEX REALTY LTD.,07 Feb 2022
539584,SIPTL,Sharanam Infraproject and Trading Ltd,07 Feb 2022
539363,SKC,Sri Krishna Constructions (India) Ltd,07 Feb 2022
534680,SRGHFL,SRG HOUSING FINANCE LTD.,07 Feb 2022
501110,SUNRINV,SUNRISE INDUSTRIAL TRADERS LTD.,07 Feb 2022
512527,SUPER,SUPER SALES INDIA LTD.-$,07 Feb 2022
538987,TALBROSENG,Talbros Engineering Ltd,07 Feb 2022
543399,TARSONS,Tarsons Products Ltd,07 Feb 2022
523301,TCPLPACK,TCPL PACKAGING LTD.-$,07 Feb 2022
505400,TEXINFRA,TEXMACO INFRASTRUCTURE & HOLDINGS LTD.,07 Feb 2022
533326,TEXRAIL,TEXMACO RAIL & ENGINEERING LTD.,07 Feb 2022
539468,TFSL,Typhoon Financial Services Ltd,07 Feb 2022
530023,THEINVEST,The Investment Trust Of India Ltd,07 Feb 2022
540762,TIINDIA,Tube Investments of India Ltd,07 Feb 2022
532928,TRIL,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,07 Feb 2022
538597,TTIENT,TTI Enterprise Ltd,07 Feb 2022
532343,TVSMOTOR,TVS MOTOR COMPANY LTD.,07 Feb 2022
532477,UNIONBANK,UNION BANK OF INDIA,07 Feb 2022
500429,UNIPHOS,UNIPHOS ENTERPRISES LTD.,07 Feb 2022
522091,UVDRHOR,UNITED VAN DER HORST LTD.,07 Feb 2022
540145,VALIANTORG,Valiant Organics Ltd,07 Feb 2022
533056,VEDAVAAG,VEDAVAAG SYSTEMS LTD.,07 Feb 2022
531334,VIKALPS,VIKALP SECURITIES LTD.,07 Feb 2022
526075,VINRKLB,REKVINA LABORATORIES LTD.,07 Feb 2022
522122,VOITHPAPR,VOITH PAPER FABRICS INDIA LTD.-$,07 Feb 2022
542667,WORL,White Organic Retail Ltd,07 Feb 2022
505872,WPIL,WPIL LTD.,07 Feb 2022
543416,ZODIAC,Zodiac Energy Ltd,07 Feb 2022
513149,ACROW,ACROW INDIA LTD.,08 Feb 2022
532056,ADIEXRE,ADINATH EXIM RESOURCES LTD.,08 Feb 2022
513349,AJMERA,AJMERA REALTY & INFRA INDIA LTD.,08 Feb 2022
533029,ALKALI,ALKALI METALS LTD.,08 Feb 2022
539277,ALSTONE,Alstone Textiles (India) Ltd,08 Feb 2022
526662,ARENTERP,RAJDARSHAN INDUSTRIES LTD.,08 Feb 2022
524412,AREYDRG,AAREY DRUGS & PHARMACEUTICALS LTD.,08 Feb 2022
527001,ASHAPURMIN,ASHAPURA MINECHEM LTD.,08 Feb 2022
524695,ASIANFR,ASIAN FERTILIZERS LTD.,08 Feb 2022
540975,ASTERDM,Aster DM Healthcare Ltd,08 Feb 2022
506820,ASTRAZEN,ASTRAZENECA PHARMA INDIA LTD.,08 Feb 2022
512433,ASUTENT,ASUTOSH ENTERPRISES LTD.,08 Feb 2022
500031,BAJAJELEC,BAJAJ ELECTRICALS LTD.-$,08 Feb 2022
500043,BATAINDIA,BATA INDIA LTD.,08 Feb 2022
508664,BESTEAST,BEST EASTERN HOTELS LTD.,08 Feb 2022
532454,BHARTIARTL,BHARTI AIRTEL LTD.,08 Feb 2022
524663,BIBCL,BHARAT IMMUNOLOGICALS & BIOLOGICALS CORPORATION LTD.-$,08 Feb 2022
524723,BIJHANS,BIJOY HANS LTD.,08 Feb 2022
502219,BORORENEW,Borosil Renewables Ltd,08 Feb 2022
514045,BSL,BSL LTD.,08 Feb 2022
521244,CHITRTX,CHITRADURGA SPINTEX LTD.,08 Feb 2022
532992,CHLLTD,CHL LTD.,08 Feb 2022
526269,CRSTCHM,CRESTCHEM LTD.,08 Feb 2022
539596,DELTA,Delta Industrial Resources Ltd,08 Feb 2022
500125,EIDPARRY,E.I.D.-PARRY (INDIA) LTD.,08 Feb 2022
540204,EIKO,Eiko Lifesciences Ltd,08 Feb 2022
540153,ENDURANCE,Endurance Technologies Ltd,08 Feb 2022
531502,ESARIND,ESAAR (INDIA) LTD.,08 Feb 2022
500495,ESCORTS,ESCORTS LTD.,08 Feb 2022
533109,EUROMULTI,EURO MULTIVISION LTD.,08 Feb 2022
540190,FRANKLININD,Franklin Industries Ltd,08 Feb 2022
531375,GCCLINP,GCCL INFRASTRUCTURE & PROJECTS LTD.,08 Feb 2022
532764,GEECEE,GeeCee Ventures Limited,08 Feb 2022
532716,GILLANDERS,GILLANDERS ARBUTHNOT & CO.LTD.,08 Feb 2022
590025,GINNIFILA,GINNI FILAMENTS LTD.,08 Feb 2022
543322,GLS,Glenmark Life Sciences Ltd,08 Feb 2022
509567,GOACARBON,GOA CARBON LTD.-$,08 Feb 2022
532424,GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,08 Feb 2022
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,08 Feb 2022
532482,GRANULES,GRANULES INDIA LTD.-$,08 Feb 2022
501455,GREAVESCOT,GREAVES COTTON LTD.,08 Feb 2022
531737,GREENCREST,Greencrest Financial Services Limited,08 Feb 2022
538979,GRNLAMIND,Greenlam Industries Ltd,08 Feb 2022
530001,GUJALKALI,GUJARAT ALKALIES & CHEMICALS LTD.,08 Feb 2022
539336,GUJGAS,Gujarat Gas Ltd,08 Feb 2022
532543,GULFPETRO,GP Petroleums Limited,08 Feb 2022
532333,HBPOR,HB PORTFOLIO LTD.,08 Feb 2022
500179,HCL-INSYS,HCL INFOSYSTEMS LTD.,08 Feb 2022
500292,HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,08 Feb 2022
509895,HINDMILL,HINDOOSTAN MILLS LTD.,08 Feb 2022
532514,IGL,INDRAPRASTHA GAS LTD.,08 Feb 2022
500202,INDLEASE,INDIA LEASE DEVELOPMENT LTD.,08 Feb 2022
532150,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP.LTD.,08 Feb 2022
532305,INDSWFTLAB,IND-SWIFT LABORATORIES LTD.,08 Feb 2022
523586,INDTONER,INDIAN TONERS & DEVELOPERS LTD.-$,08 Feb 2022
512025,INERTIAST,INERTIA STEEL LTD.,08 Feb 2022
532774,INSPIRISYS,Inspirisys Solutions Ltd,08 Feb 2022
534732,INTELLADV,INTELLIVATE CAPITAL ADVISORS LTD.,08 Feb 2022
512405,IPOWER,I-POWER SOLUTIONS INDIA LTD.,08 Feb 2022
542830,IRCTC,Indian Railway Catering and Tourism Corporation Ltd,08 Feb 2022
508918,IRONWOOD,Ironwood Education Ltd,08 Feb 2022
532209,J&KBANK,JAMMU & KASHMIR BANK LTD.,08 Feb 2022
532705,JAGRAN,JAGRAN PRAKASHAN LTD.,08 Feb 2022
519319,JATALIA,Jatalia Global Ventures Ltd,08 Feb 2022
532605,JBMA,JBM AUTO LTD.,08 Feb 2022
523398,JCHAC,Johnson Controls-Hitachi Air Conditioning India Ltd,08 Feb 2022
517063,JETKINGQ,JETKING INFOTRAIN LTD.,08 Feb 2022
532771,JHS,JHS SVENDGAARD LABORATORIES LTD.,08 Feb 2022
532286,JINDALSTEL,JINDAL STEEL & POWER LTD.,08 Feb 2022
532940,JKIL,J.KUMAR INFRAPROJECTS LTD.,08 Feb 2022
532162,JKPAPER,JK PAPER LTD.,08 Feb 2022
501151,KARTKIN,KARTIK INVESTMENTS TRUST LTD.,08 Feb 2022
519602,KELLTONTEC,Kellton Tech Solutions Ltd.,08 Feb 2022
532924,KOLTEPATIL,KOLTE-PATIL DEVELOPERS LTD.,08 Feb 2022
505299,KPT,KPT Industries Ltd,08 Feb 2022
533289,KTIL,KESAR TERMINALS & INFRASTRUCTURE LTD.,08 Feb 2022
543398,LATENTVIEW,Latent View Analytics Ltd,08 Feb 2022
512600,MACINTR,MACRO (INTERNATIONAL) EXPORTS LTD.,08 Feb 2022
512377,MAGANTR,MAGNANIMOUS TRADE & FINANCE LTD.,08 Feb 2022
541974,MANORAMA,Manorama Industries Ltd,08 Feb 2022
522249,MAYURUNIQ,MAYUR UNIQUOTERS LTD.-$,08 Feb 2022
511401,MCLTD,Munoth Communication Ltd,08 Feb 2022
539957,MGL,Mahanagar Gas Ltd,08 Feb 2022
512153,MLINDLTD,M Lakhamsi Industries Ltd,08 Feb 2022
509760,MODRNSH,MODERN SHARES & STOCKBROKERS LTD.,08 Feb 2022
500288,MOREPENLAB,MOREPEN LABORATORIES LTD.,08 Feb 2022
501343,MOTOGENFIN,MOTOR & GENERAL FINANCE LTD.,08 Feb 2022
532470,MPFSL,MATHER & PLATT FIRE SYSTEMS LTD.,08 Feb 2022
531821,MUNOTHFI,MUNOTH FINANCIAL SERVICES LTD.,08 Feb 2022
524654,NATCAPSUQ,NATURAL CAPSULES LTD.,08 Feb 2022
500294,NCC,NCC Limited,08 Feb 2022
508924,NORTHPR,NORTHERN PROJECTS LTD.,08 Feb 2022
532944,ONMOBILE,OnMobile Global Ltd.,08 Feb 2022
531859,ORIRAIL,Oriental Rail Infrastructure Ltd,08 Feb 2022
526905,PADMAIND,Padmanabh Industries Limited,08 Feb 2022
530305,PICCADIL,PICCADILY AGRO INDUSTRIES LTD.,08 Feb 2022
507498,PICCASUG,PICCADILY SUGAR & ALLIED INDUSTRIES LTD.,08 Feb 2022
522205,PRAJIND,PRAJ INDUSTRIES LTD.,08 Feb 2022
535514,PRIMECAPM,PRIME CAPITAL MARKET LTD.,08 Feb 2022
511557,PROFINC,PRO FIN CAPITAL SERVICES LTD.,08 Feb 2022
538993,PUROHITCON,Purohit Construction Ltd,08 Feb 2022
531437,PWASML,Prakash Woollen & Synthetic Mills Ltd,08 Feb 2022
505800,RANEHOLDIN,RANE HOLDINGS LTD.,08 Feb 2022
520111,RATNAMANI,RATNAMANI METALS & TUBES LTD.-$,08 Feb 2022
537840,RAUNAQEPC,Raunaq EPC International Ltd,08 Feb 2022
532805,REDINGTON,REDINGTON (INDIA) LTD.,08 Feb 2022
541556,RITES,RITES Ltd,08 Feb 2022
533552,RUPA,RUPA & COMPANY LTD.,08 Feb 2022
523025,SAFARIND,SAFARI INDUSTRIES (INDIA) LTD.,08 Feb 2022
519031,SHAHFOOD,SHAH FOODS LTD.,08 Feb 2022
526137,SHETR,SHETRON LTD.,08 Feb 2022
508961,SHRICON,SHRICON INDUSTRIES LTD.,08 Feb 2022
530017,SIL,STANDARD INDUSTRIES LTD.,08 Feb 2022
521194,SILINV,SIL INVESTMENTS LTD.,08 Feb 2022
543387,SJS,S.J.S. Enterprises Ltd,08 Feb 2022
530977,SKCIL,Shri Keshav Cements And Infra Ltd,08 Feb 2022
508905,SMIFS,SMIFS CAPITAL MARKETS LTD.,08 Feb 2022
533110,SPSL,SHREE PRECOATED STEELS LTD.,08 Feb 2022
530037,SREEJAYA,SREE JAYALAKSHMI AUTOSPIN LTD.,08 Feb 2022
506105,STANROS,STANROSE MAFATLAL INVESTMENTS AND FINANCE LTD.,08 Feb 2022
530759,STERTOOLS,STERLING TOOLS LTD.-$,08 Feb 2022
543260,STOVEKRAFT,Stove Kraft Ltd,08 Feb 2022
526500,STRGRENWO,STERLING GREEN WOODS LTD.,08 Feb 2022
543064,SUVENPHAR,Suven Pharmaceuticals Ltd,08 Feb 2022
537259,SUYOG,Suyog Telematics Ltd,08 Feb 2022
513307,SYNTHFO,SYNTHIKO FOILS LTD.,08 Feb 2022
507785,TAINWALCHM,TAINWALA CHEMICALS & PLASTICS (INDIA) LTD.,08 Feb 2022
532890,TAKE,TAKE SOLUTIONS LTD.,08 Feb 2022
519091,TASTYBIT,TASTY BITE EATABLES LTD.,08 Feb 2022
509945,THACKER,THACKER & CO.LTD.,08 Feb 2022
532410,TRANSCOR,TRANSCORP INTERNATIONAL LTD.,08 Feb 2022
506687,TRANSPEK,TRANSPEK INDUSTRY LTD.-$,08 Feb 2022
542233,TREJHARA,Trejhara Solutions Ltd,08 Feb 2022
505854,TRF,TRF LTD.-$,08 Feb 2022
532371,TTML,TATA TELESERVICES (MAHARASHTRA) LTD.,08 Feb 2022
511742,UGROCAP,Ugro Capital Ltd,08 Feb 2022
531831,UNISH,UNISYS SOFTWARES & HOLDING INDUSTRIES LTD.,08 Feb 2022
531444,VARDHMAN,Vardhman Concrete Limited,08 Feb 2022
533156,VASCONEQ,Vascon Engineers Ltd,08 Feb 2022
539123,VBIND,V B Industries Ltd,08 Feb 2022
503349,VICTMILL,VICTORIA MILLS LTD.,08 Feb 2022
534618,WAAREERTL,Waaree Renewable Technologies Ltd,08 Feb 2022
524212,WANBURY,WANBURY LTD.,08 Feb 2022
511690,WARNER,WARNER MULTIMEDIA LTD.,08 Feb 2022
511601,YASHMGM,YASH MANAGEMENT & SATELLITE LTD.,08 Feb 2022
522108,YUKEN,YUKEN INDIA LTD.-$,08 Feb 2022
512245,ZNIVITRD,NIVI TRADING LTD.,08 Feb 2022
532628,3IINFOTECH,3I INFOTECH LTD.,09 Feb 2022
533292,A2ZINFRA,A2Z Infra Engineering Limited,09 Feb 2022
523204,ABAN,ABAN OFFSHORE LTD.,09 Feb 2022
500488,ABBOTINDIA,ABBOTT INDIA LTD.,09 Feb 2022
511756,ABIRAFN,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.,09 Feb 2022
500410,ACC,ACC LTD.,09 Feb 2022
539493,ADHARSHILA,Adharshila Capital Services Ltd,09 Feb 2022
530431,ADORFO,ADOR FONTECH LTD.-$,09 Feb 2022
531409,ALCHCORP,ALCHEMIST CORPORATION LTD.,09 Feb 2022
513117,AMFORG,AMFORGE INDUSTRIES LTD.,09 Feb 2022
518091,APCL,ANJANI PORTLAND CEMENT LTD.-$,09 Feb 2022
532935,ARIES,ARIES AGRO LTD.,09 Feb 2022
500028,ATVPR,ATV PROJECTS INDIA LTD.,09 Feb 2022
524804,AUROPHARMA,AUROBINDO PHARMA LTD.,09 Feb 2022
512149,AVANCE,AVANCE TECHNOLOGIES LTD.,09 Feb 2022
532395,AXISCADES,Axiscades Technologies Ltd,09 Feb 2022
523319,BALMLAWRIE,BALMER LAWRIE & CO.LTD.,09 Feb 2022
500042,BASF,BASF INDIA LTD.,09 Feb 2022
503960,BBL,BHARAT BIJLEE LTD.-$,09 Feb 2022
509480,BERGEPAINT,BERGER PAINTS INDIA LTD.,09 Feb 2022
539662,BFLAFL,BFL Asset Finvest Ltd,09 Feb 2022
504646,BGWTATO,BHAGWATI AUTOCAST LTD.,09 Feb 2022
505688,BHARATGEAR,BHARAT GEARS LTD.,09 Feb 2022
500060,BIRLACABLE,Birla Cable Ltd,09 Feb 2022
500530,BOSCHLTD,BOSCH LTD.,09 Feb 2022
541096,BPLPHARMA,Bharat Parenterals Ltd,09 Feb 2022
537326,CHEMTECH,Chemtech Industrial Valves Ltd,09 Feb 2022
520131,COARO,COASTAL ROADWAYS LTD.,09 Feb 2022
533167,COROENGG,COROMANDEL ENGINEERING COMPANY LTD.,09 Feb 2022
532392,CREATIVEYE,CREATIVE EYE LTD.,09 Feb 2022
532772,DCBBANK,DCB Bank Limited,09 Feb 2022
501945,DHENUBUILD,DHENU BUILDCON INFRA LTD.,09 Feb 2022
531306,DHPIND,DHP INDIA LTD.,09 Feb 2022
500120,DIAMINESQ,DIAMINES & CHEMICALS LTD.-$,09 Feb 2022
505526,DOLATALGO,Dolat Algotech Ltd,09 Feb 2022
512519,DONEAR,DONEAR INDUSTRIES LTD.-$,09 Feb 2022
517238,DYNAVSN,DYNAVISION LTD.,09 Feb 2022
507528,EASTSUGIND,EASTERN SUGAR & INDUSTRIES LTD.,09 Feb 2022
523329,ELDEHSG,ELDECO HOUSING & INDUSTRIES LTD.,09 Feb 2022
509525,EMPIND,EMPIRE INDUSTRIES LTD.,09 Feb 2022
532178,ENGINERSIN,ENGINEERS INDIA LTD.,09 Feb 2022
532700,ENIL,ENTERTAINMENT NETWORK (INDIA) LTD.,09 Feb 2022
531599,FDC,FDC LTD.,09 Feb 2022
500144,FINCABLES,FINOLEX CABLES LTD.,09 Feb 2022
505744,FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) LTD.,09 Feb 2022
539486,GEETANJ,Geetanjali Credit and Capital Ltd,09 Feb 2022
506480,GOCLCORP,GOCL Corporation Ltd-$,09 Feb 2022
526965,GUJCRAFT,GUJARAT CRAFT INDUSTRIES LTD.,09 Feb 2022
538567,GULFOILLUB,Gulf Oil Lubricants India Ltd,09 Feb 2022
537709,HANSUGAR,Shree Hanuman Sugar & Industries Ltd,09 Feb 2022
509631,HEG,HEG LTD.,09 Feb 2022
505720,HERCULES,HERCULES HOISTS LTD.,09 Feb 2022
526899,HFIL,Himalaya Food International Ltd,09 Feb 2022
542332,HIKLASS,Hi-Klass Trading and Investment Ltd,09 Feb 2022
509635,HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,09 Feb 2022
517380,IGARASHI,IGARASHI MOTORS INDIA LTD.,09 Feb 2022
506222,INEOSSTYRO,INEOS Styrolution India Ltd,09 Feb 2022
500210,INGERRAND,INGERSOLL-RAND (INDIA) LTD.,09 Feb 2022
539119,JAINMARMO,Jain Marmo Industries Ltd,09 Feb 2022
536493,JK AGRI,JK Agri Genetics Ltd,09 Feb 2022
504840,KAIRA,KAIRA CAN CO.LTD.,09 Feb 2022
506525,KANORICHEM,KANORIA CHEMICALS & INDUSTRIES LTD.,09 Feb 2022
531960,KASHYAP,Kashyap Tele-Medicines Ltd,09 Feb 2022
539393,KCL,Kabra Commercial Ltd,09 Feb 2022
533193,KECL,Kirloskar Electric Company Ltd,09 Feb 2022
507180,KESARENT,KESAR ENTERPRISES LTD.-$,09 Feb 2022
532067,KILPEST,KILPEST INDIA LTD.,09 Feb 2022
533293,KIRLOSENG,KIRLOSKAR OIL ENGINES LTD.,09 Feb 2022
523594,KUNSTOFF,KUNSTSTOFFE INDUSTRIES LTD.,09 Feb 2022
511048,KUSUMEL,KUSAM ELECTRICAL INDUSTRIES LTD.,09 Feb 2022
500284,LORDSCHLO,LORDS CHLORO ALKALI LTD.,09 Feb 2022
532796,LUMAXTECH,LUMAX AUTO TECHNOLOGIES LTD.,09 Feb 2022
506919,MAKERSL,MAKERS LABORATORIES LTD.-$,09 Feb 2022
512267,MMWL,MEDIA MATRIX WORLDWIDE LTD.,09 Feb 2022
532376,MRO-TEK,MRO-TEK Realty Ltd,09 Feb 2022
530119,NATRAJPR,NATRAJ PROTEINS LTD.,09 Feb 2022
539332,NAVKARCORP,Navkar Corporation Ltd,09 Feb 2022
532529,NDTV,NEW DELHI TELEVISION LTD.,09 Feb 2022
531272,NIKKIGL,NIKKI GLOBAL FINANCE LTD.,09 Feb 2022
500307,NIRLON,NIRLON LTD.,09 Feb 2022
532722,NITCO,NITCO LTD.,09 Feb 2022
530127,NPRFIN,NPR FINANCE LTD.,09 Feb 2022
543334,NUVOCO,Nuvoco Vistas Corporation Ltd,09 Feb 2022
543384,NYKAA,FSN E-Commerce Ventures Ltd,09 Feb 2022
509782,OSEASPR,OSEASPRE CONSULTANTS LTD.,09 Feb 2022
523483,PACIFICI,PACIFIC INDUSTRIES LTD.,09 Feb 2022
531280,PANKAJPO,PANKAJ POLYMERS LTD.,09 Feb 2022
530071,PARSOLI,PARSOLI CORPORATION LTD.,09 Feb 2022
531120,PATELENG,PATEL ENGINEERING LTD.-$,09 Feb 2022
532522,PETRONET,PETRONET LNG LTD.,09 Feb 2022
500126,PGHL,Procter & Gamble Health Ltd,09 Feb 2022
539883,PILANIINVS,Pilani Investment and Industries Corporation Ltd,09 Feb 2022
539195,POEL,POCL Enterprises Ltd,09 Feb 2022
531454,POLYLINK,POLYLINK POLYMERS (INDIA) LTD.,09 Feb 2022
532898,POWERGRID,POWER GRID CORPORATION OF INDIA LTD.,09 Feb 2022
543187,POWERINDIA,Hitachi Energy India Ltd,09 Feb 2022
531802,PRERINFRA,PRERNA INFRABUILD LTD.,09 Feb 2022
533274,PRESTIGE,PRESTIGE ESTATES PROJECTS LTD.,09 Feb 2022
540293,PRICOLLTD,Pricol Ltd,09 Feb 2022
500346,PUNJCOMMU,PUNJAB COMMUNICATIONS LTD.-$,09 Feb 2022
540270,RAIDEEPIND,Raideep Industries Ltd,09 Feb 2022
523289,RAMAVISION,RAMA VISION LTD.,09 Feb 2022
530925,RAMSONS,RAMSONS PROJECTS LTD.,09 Feb 2022
540175,REGENCY,Regency Fincorp Ltd,09 Feb 2022
512624,REGENTRP,Regent Enterprises Ltd,09 Feb 2022
503162,RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES LTD.-$,09 Feb 2022
543256,RFLL,Rita Finance and Leasing Ltd,09 Feb 2022
511169,RKDAGRRTL,RKD Agri & Retail Ltd,09 Feb 2022
533168,ROSSELLIND,ROSSELL INDIA LTD.,09 Feb 2022
542333,RPSGVENT,RPSG Ventures Ltd,09 Feb 2022
530179,RSCINT,RSC INTERNATIONAL LTD.,09 Feb 2022
542649,RVNL,Rail Vikas Nigam Ltd,09 Feb 2022
526477,SAENTER,SOUTH ASIAN ENTERPRISES LTD.,09 Feb 2022
526521,SANGHIIND,SANGHI INDUSTRIES LTD.,09 Feb 2022
530073,SANGHVIMOV,SANGHVI MOVERS LTD.,09 Feb 2022
511076,SATINDLTD,SAT INDUSTRIES LTD.-$,09 Feb 2022
542725,SBC,SBC Exports Ltd,09 Feb 2022
542753,SEACOAST,Seacoast Shipping Services Ltd,09 Feb 2022
540961,SHIVAMILLS,Shiva Mills Ltd,09 Feb 2022
538897,SHRINIWAS,Shri Niwas Leasing And Finance Ltd,09 Feb 2022
543299,SHYAMMETL,Shyam Metalics and Energy Ltd,09 Feb 2022
512589,SITAENT,SITA ENTERPRISES LTD.,09 Feb 2022
500472,SKFINDIA,SKF India Ltd,09 Feb 2022
532143,SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA) LTD.,09 Feb 2022
513418,SMFIL,Smiths & Founders (India) Limited,09 Feb 2022
541540,SOLARA,Solara Active Pharma Sciences Ltd,09 Feb 2022
542337,SPENCER,Spencers Retail Ltd,09 Feb 2022
526827,SPICEISL,SPICE ISLANDS APPARELS LTD.-$,09 Feb 2022
513488,SSWRL,SHREE STEEL WIRE ROPES LTD.,09 Feb 2022
516022,STARPAPER,STAR PAPER MILLS LTD.,09 Feb 2022
533316,STEL,STEL Holdings Ltd,09 Feb 2022
508963,STRLGUA,STERLING GUARANTY & FINANCE LTD.,09 Feb 2022
530419,SUMEDHA,SUMEDHA FISCAL SERVICES LTD.,09 Feb 2022
520056,SUNCLAYLTD,SUNDARAM-CLAYTON LTD.,09 Feb 2022
526133,SUPERTEX,SUPERTEX INDUSTRIES LTD.,09 Feb 2022
505160,TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS LTD.,09 Feb 2022
500400,TATAPOWER,TATA POWER CO.LTD.,09 Feb 2022
521228,TATIAGLOB,TATIA GLOBAL VENNTURE LTD.,09 Feb 2022
509917,TECHCON,TECHNOJET CONSULTANTS LTD.,09 Feb 2022
524717,TITANBIO,TITAN BIOTECH LTD.,09 Feb 2022
530045,TITANSEC,TITAN SECURITIES LTD.,09 Feb 2022
500777,TNPETRO,TAMILNADU PETROPRODUCTS LTD.,09 Feb 2022
513063,TRANSFRE,TRANS-FREIGHT CONTAINERS LTD.,09 Feb 2022
533540,TREEHOUSE,TREE HOUSE EDUCATION & ACCESSORIES LTD.,09 Feb 2022
506680,TRELCHE-B,TECIL CHEMICALS & HYDRO POWER LTD.,09 Feb 2022
507747,TTKHEALTH,TTK HEALTHCARE LTD.-$,09 Feb 2022
507808,UNTTEMI,UNITED LEASING & INDUSTRIES LTD.,09 Feb 2022
537820,VFL,Viji Finance Ltd,09 Feb 2022
530477,VIKRAMTH,VIKRAM THERMO (INDIA) LTD.,09 Feb 2022
532613,VIPCLOTHNG,VIP Clothing Ltd,09 Feb 2022
523660,WATERBASE,WATERBASE LTD.,09 Feb 2022
519214,WILLIMFI,WILLIAMSON FINANCIAL SERVICES LTD.,09 Feb 2022
505520,ZHEMHOLD,HEM HOLDINGS & TRADING LTD.,09 Feb 2022
511122,1STCUS,FIRST CUSTODIAN FUND (INDIA) LTD.,10 Feb 2022
500002,ABB,ABB India Limited,10 Feb 2022
539544,ABHIINFRA,Abhishek Infraventures Ltd,10 Feb 2022
511359,ADMANUM,AD-MANUM FINANCE LTD.,10 Feb 2022
517041,ADORWELD,ADOR WELDING LTD.,10 Feb 2022
500008,AMARAJABAT,AMARA RAJA BATTERIES LTD.,10 Feb 2022
531878,ANJANIFIN,ANJANI FINANCE LTD.,10 Feb 2022
531673,ANKIN,ANKA INDIA LTD.,10 Feb 2022
533573,APLLTD,ALEMBIC PHARMACEUTICALS LTD.,10 Feb 2022
512344,ARAVALIS,ARAVALI SECURITIES & FINANCE LTD.,10 Feb 2022
526187,ASHRAM,ASHRAM ONLINE.COM LTD.,10 Feb 2022
530899,ASIAPAK,ASIA PACK LTD.,10 Feb 2022
507530,ASIFOOD,ASIAN FOOD PRODUCTS LTD.,10 Feb 2022
532989,BAFNAPHARM,BAFNA PHARMACEUTICALS LTD.,10 Feb 2022
539834,BALGOPAL,Balgopal Commercial Ltd,10 Feb 2022
524824,BALPHARMA,BAL PHARMA LTD.,10 Feb 2022
532674,BASML,BANNARI AMMAN SPINNING MILLS LTD.,10 Feb 2022
539018,BEEKAY,Beekay Steel Industries Ltd,10 Feb 2022
500048,BEML,BEML LTD.,10 Feb 2022
532230,BENGALT,BENGAL TEA & FABRICS LTD.,10 Feb 2022
509449,BHAGWOX,BHAGWATI OXYGEN LTD.,10 Feb 2022
500493,BHARATFORG,BHARAT FORGE LTD.,10 Feb 2022
514272,BHILSPIN,BHILWARA SPINNERS LTD.,10 Feb 2022
522105,BIRLAPREC,BIRLA PRECISION TECHNOLOGIES LTD.,10 Feb 2022
506981,BLUECHIPT,BLUE CHIP TEX INDUSTRIES LTD.,10 Feb 2022
538546,BRPL,Bansal Roofing Products Ltd,10 Feb 2022
538789,BUDGE BUDGE,Budge Budge Company Ltd,10 Feb 2022
543232,CAMS,Computer Age Management Services Ltd,10 Feb 2022
509486,CAPRIHANS,CAPRIHANS INDIA LTD.-$,10 Feb 2022
513375,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD.,10 Feb 2022
533260,CAREERP,CAREER POINT LTD.,10 Feb 2022
530307,CHAMANSEQ,CHAMAN LAL SETIA EXPORTS LTD.-$,10 Feb 2022
512301,CHMBBRW,CHAMBAL BREWERIES & DISTILLERIES LTD.,10 Feb 2022
501833,CHOWGULSTM,CHOWGULE STEAMSHIPS LTD.,10 Feb 2022
506390,CLNINDIA,CLARIANT CHEMICALS (INDIA) LTD.,10 Feb 2022
531041,COMPEAU,COMPETENT AUTOMOBILES CO.LTD.,10 Feb 2022
540597,CONTAINER,Containerway International Ltd,10 Feb 2022
526027,CUBEXTUB,CUBEX TUBINGS LTD.,10 Feb 2022
500480,CUMMINSIND,CUMMINS INDIA LTD.,10 Feb 2022
521220,DAMOINDUS,DAMODAR INDUSTRIES LTD.-$,10 Feb 2022
512485,DHANCOT,DHANLAXMI COTEX LTD.,10 Feb 2022
526971,DHOOTIN,DHOOT INDUSTRIAL FINANCE LTD.,10 Feb 2022
538902,DHUNTEAIND,Dhunseri Tea & Industries Ltd,10 Feb 2022
