Security Code,Security Name,Company name,Result Date
511634,DUGARHOU,DUGAR HOUSING DEVELOPMENTS LTD.,10 Feb 2022
523736,DVL,Dhunseri Ventures Ltd-$,10 Feb 2022
507917,EASTBUILD,EAST BUILDTECH LTD.,10 Feb 2022
526703,ECOPLAST,ECOPLAST LTD.-$,10 Feb 2022
522074,ELGIEQUIP,ELGI EQUIPMENTS LTD.,10 Feb 2022
506180,EMERGENT,Emergent Industrial Solutions Ltd,10 Feb 2022
500133,ESABINDIA,ESAB INDIA LTD.,10 Feb 2022
508906,EVERESTIND,EVEREST INDUSTRIES LTD.,10 Feb 2022
532656,FACORALL,FACOR ALLOYS LTD.,10 Feb 2022
507910,FIBERWEB,FIBERWEB (INDIA) LTD.,10 Feb 2022
530705,FLORATX,FLORA TEXTILES LTD.,10 Feb 2022
500150,FOSECOIND,FOSECO INDIA LTD.,10 Feb 2022
540647,GANGESSEC,Ganges Securities Ltd,10 Feb 2022
541546,GAYAHWS,Gayatri Highways Ltd,10 Feb 2022
533248,GPPL,GUJARAT PIPAVAV PORT LTD.,10 Feb 2022
500655,GRWRHITECH,Garware Hi-Tech Films Ltd,10 Feb 2022
513337,GUJTLRM,GUJARAT TOOLROOM LTD.,10 Feb 2022
532708,GVKPIL,GVK POWER & INFRASTRUCTURE LTD.,10 Feb 2022
541154,HAL,Hindustan Aeronautics Ltd,10 Feb 2022
500467,HARRMALAYA,HARRISONS MALAYALAM LTD.,10 Feb 2022
539787,HCG,HealthCare Global Enterprises Ltd,10 Feb 2022
500182,HEROMOTOCO,HERO MOTOCORP LTD.,10 Feb 2022
531301,HIGHSTREE,HIGH STREET FILATEX LTD.,10 Feb 2022
500440,HINDALCO,HINDALCO INDUSTRIES LTD.,10 Feb 2022
522064,HONDAPOWER,Honda India Power Products Ltd,10 Feb 2022
519463,IBINFO,IB INFOTECH ENTERPRISES LTD.,10 Feb 2022
511194,ICDSLTD,ICDS LTD.,10 Feb 2022
531968,IITLPROJ,IITL PROJECTS LIMITED,10 Feb 2022
513295,IMEC,Imec Services Ltd,10 Feb 2022
531594,INCON,INCON ENGINEERS LTD.,10 Feb 2022
538365,INCREDIBLE,Incredible Industries Ltd,10 Feb 2022
509162,INDAG,INDAG RUBBER LTD.-$,10 Feb 2022
531505,INDERGR,INDERGIRI FINANCE LTD.,10 Feb 2022
504741,INDIANHUME,INDIAN HUME PIPE CO.LTD.,10 Feb 2022
532240,INDNIPPON,INDIA NIPPON ELECTRICALS LTD.,10 Feb 2022
500207,INDORAMA,INDO RAMA SYNTHETICS (INDIA) LTD.,10 Feb 2022
532894,INDOWIND,INDOWIND ENERGY LTD.,10 Feb 2022
503639,INDSOYA,INDSOYA LTD.,10 Feb 2022
531841,INDUSFINL,Indus Finance Ltd,10 Feb 2022
532851,INSECTICID,INSECTICIDES (INDIA) LTD.,10 Feb 2022
543257,IRFC,Indian Railway Finance Corporation Ltd,10 Feb 2022
522245,IYKOTHITE,IYKOT HITECH TOOLROOM LTD.,10 Feb 2022
500306,JAYKAY,JAYKAY ENTERPRISES LTD.,10 Feb 2022
506522,JLMORI,J.L.MORISON (INDIA) LTD.,10 Feb 2022
505750,JOSTS,JOST'S ENGINEERING CO.LTD.,10 Feb 2022
520057,JTEKTINDIA,Jtekt India Ltd,10 Feb 2022
512147,KAJALSY,KAJAL SYNTHETICS & SILK MILLS LTD.,10 Feb 2022
507779,KANPRPLA,KANPUR PLASTIPACK LTD.,10 Feb 2022
590066,KCP,K.C.P.LTD.,10 Feb 2022
502937,KESORAMIND,KESORAM INDUSTRIES LTD.,10 Feb 2022
590068,KHAITANLTD,KHAITAN (INDIA) LTD.,10 Feb 2022
535566,KIFS,KIFS FINANCIAL SERVICES LTD.,10 Feb 2022
524019,KINGFA,Kingfa Science & Technology (India) Ltd-$,10 Feb 2022
500241,KIRLOSBROS,KIRLOSKAR BROTHERS LTD.-$,10 Feb 2022
523652,KKPLASTICK,Kkalpana Plastick Limited,10 Feb 2022
503626,KSHITIJ,KSHITIZ INVESTMENT LTD.,10 Feb 2022
541233,LEMONTREE,Lemon Tree Hotels Ltd,10 Feb 2022
500520,M&M,MAHINDRA & MAHINDRA LTD.,10 Feb 2022
531515,MAHANIN,MAHAN INDUSTRIES LTD.,10 Feb 2022
500268,MANALIPETC,MANALI PETROCHEMICAL LTD.,10 Feb 2022
540704,MATRIMONY,Matrimony.com Ltd,10 Feb 2022
539519,MAYUKH,Mayukh Dealtrade Ltd,10 Feb 2022
523792,MAZDALTD,MAZDA LTD.-$,10 Feb 2022
531176,MEFCOMCAP,MEFCOM CAPITAL MARKETS LTD.,10 Feb 2022
543217,MINDSPACE,Mindspace Business Parks REIT,10 Feb 2022
517344,MINDTECK,MINDTECK (INDIA) LTD.,10 Feb 2022
538890,MKEXIM,M.K. Exim (India) Ltd,10 Feb 2022
539767,MNIL,Mega Nirman and Industries Ltd,10 Feb 2022
539762,MODCL,Modern Converters Ltd,10 Feb 2022
515008,MODINSU,MODERN INSULATORS LTD.,10 Feb 2022
530167,MONGIPA,MOONGIPA CAPITAL FINANCE LTD.,10 Feb 2022
539199,MOONGIPASEC,Moongipa Securities Ltd,10 Feb 2022
532621,MORARJEE,MORARJEE TEXTILES LTD.,10 Feb 2022
500290,MRF,MRF LTD.,10 Feb 2022
508922,MSRINDIA,MSR INDIA LTD.,10 Feb 2022
543270,MTARTECH,MTAR Technologies Ltd,10 Feb 2022
531832,NAGTECH,NAGARJUNA AGRI TECH LTD.,10 Feb 2022
532641,NDL,Nandan Denim Limited,10 Feb 2022
512024,NDMETAL,N.D.METAL INDUSTRIES LTD.,10 Feb 2022
517554,NHCFOODS,NHC FOODS LTD.,10 Feb 2022
542206,NIVAKA,Nivaka Fashions Ltd,10 Feb 2022
526371,NMDC,NMDC LTD.,10 Feb 2022
522289,NMSRESRC,NMS Resources Global Ltd,10 Feb 2022
507813,NOL,NATIONAL OXYGEN LTD.,10 Feb 2022
500672,NOVARTIND,NOVARTIS INDIA LTD.,10 Feb 2022
531065,OSWALOR,OSWAL OVERSEAS LTD.,10 Feb 2022
532827,PAGEIND,PAGE INDUSTRIES LTD.,10 Feb 2022
540648,PALASHSEC,Palash Securities Ltd,10 Feb 2022
504093,PANAENERG,PANASONIC ENERGY INDIA COMPANY LTD.-$,10 Feb 2022
508941,PANCARBON,PANASONIC CARBON INDIA CO.LTD.-$,10 Feb 2022
513511,PANCHMAHQ,PANCHMAHAL STEEL LTD.,10 Feb 2022
526345,PANJON,PANJON LTD.,10 Feb 2022
517172,PERVASIVE,Pervasive Commodities Ltd,10 Feb 2022
509084,PHOTON,PHOTON CAPITAL ADVISORS LTD.,10 Feb 2022
511660,PREMCAPM,PREMIUM CAPITAL MARKET & INVESTMENTS LTD.,10 Feb 2022
519014,PRSNTIN,PRASHANT INDIA LTD.,10 Feb 2022
512591,PULSRIN,PULSAR INTERNATIONAL LTD.,10 Feb 2022
538647,PURSHOTTAM,Purshottam Investofin Ltd,10 Feb 2022
531562,PUSHPIN,PUSHPSONS INDUSTRIES LTD.,10 Feb 2022
500354,RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LTD.,10 Feb 2022
511585,REGTRUS,REGENCY TRUST LTD.,10 Feb 2022
534076,RHIM,Rhi Magnesita India Ltd,10 Feb 2022
530271,RICHUNV,RICH UNIVERSE NETWORK LTD.,10 Feb 2022
530125,SAMRATPH,SAMRAT PHARMACHEM LTD.-$,10 Feb 2022
539574,SCL,Sunshine Capital Ltd,10 Feb 2022
507514,SDBL,SOM DISTILLERIES & BREWERIES LTD.,10 Feb 2022
541929,SGIL,Synergy Green Industries Ltd,10 Feb 2022
523449,SHARP,SHARP INDIA LTD.,10 Feb 2022
516016,SHREYANIND,SHREYANS INDUSTRIES LTD.-$,10 Feb 2022
532007,SHVFL,SHREEVATSAA FINANCE & LEASING LTD.,10 Feb 2022
531640,SICL,Suvidha Infraestate Corporation Limited,10 Feb 2022
540132,SIIL,Sabrimala Industries India Ltd,10 Feb 2022
507998,SIMMOND,SIMMONDS MARSHALL LTD.,10 Feb 2022
523023,SINCLAIR,SINCLAIRS HOTELS LTD.-$,10 Feb 2022
505729,SINGER,SINGER INDIA LTD.,10 Feb 2022
540653,SINTEXPLAST,Sintex Plastics Technology Ltd,10 Feb 2022
533206,SJVN,SJVN Ltd,10 Feb 2022
532419,SMARTLINK,Smartlink Holdings Ltd,10 Feb 2022
505192,SMLISUZU,SML ISUZU LIMITED,10 Feb 2022
513699,SOLIDSTON,SOLID STONE COMPANY LTD.,10 Feb 2022
522152,SOLIMAC,SOLITAIRE MACHINE TOOLS LTD.,10 Feb 2022
526901,SONALAD,SONAL ADHESIVES LTD.,10 Feb 2022
514454,SOUTLAT,SOUTHERN LATEX LTD.,10 Feb 2022
542376,SPACAPS,SPA Capital Services Ltd,10 Feb 2022
519242,SRDAPRT,SARDA PROTEINS LTD.,10 Feb 2022
514442,SRIKPRIND,SRI KPR INDUSTRIES LTD.,10 Feb 2022
532531,STAR,Strides Pharma Science Ltd,10 Feb 2022
540738,STL,Shreeji Translogistics Ltd,10 Feb 2022
533306,SUMMITSEC,SUMMIT SECURITIES LTD.,10 Feb 2022
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,10 Feb 2022
500404,SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,10 Feb 2022
530735,SUPERBAK,SUPER BAKERS (INDIA) LTD.,10 Feb 2022
539835,SUPERIOR,Superior Finlease Ltd,10 Feb 2022
500770,TATACHEM,TATA CHEMICALS LTD.,10 Feb 2022
532315,TELESYS,TELESYS SOFTWARE LTD.,10 Feb 2022
531652,THIRDFIN,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,10 Feb 2022
511559,TIMESGTY,TIMES GUARANTY LTD.,10 Feb 2022
541741,TINNATFL,Tinna Trade Ltd,10 Feb 2022
538607,TOYAMIND,Toyam Industries Ltd,10 Feb 2022
526582,TPLPLAST,TPL PLASTECH LTD.,10 Feb 2022
500251,TRENT,TRENT LTD.,10 Feb 2022
531846,TRINITYLEA,TRINITY LEAGUE INDIA LTD.,10 Feb 2022
523387,TRITON,TRITON CORP.LTD.,10 Feb 2022
531411,TUNITEX,TUNI TEXTILE MILLS LTD.,10 Feb 2022
540083,TVVISION,TV Vision Ltd,10 Feb 2022
514282,UNIIN,UNIWORTH INTERNATIONAL LTD.,10 Feb 2022
504212,UNIVCABLES,UNIVERSAL CABLES LTD.,10 Feb 2022
514144,UNIWORTH,UNIWORTH LTD.,10 Feb 2022
500138,UNIWORTHT,UNIWORTH TEXTILES LTD.,10 Feb 2022
540189,UPROTECH,Unipro Technologies Ltd,10 Feb 2022
526775,VALIANT,VALIANT COMMUNICATIONS LTD.-$,10 Feb 2022
539543,VALLEY,Valley Magnesite Company Ltd,10 Feb 2022
517015,VINDHYATEL,VINDHYA TELELINKS LTD.,10 Feb 2022
531282,VIRPOLY,VIRGO POLYMERS (INDIA) LTD.,10 Feb 2022
538565,VISTARAMAR,Vistar Amar Ltd,10 Feb 2022
590038,VISUINTL,VISU INTERNATIONAL LTD.-$,10 Feb 2022
541735,VIVANTA,Vivanta Industries Ltd,10 Feb 2022
522267,VJLAXMIE,VEEJAY LAKSHMI ENGINEERING WORKS LTD.-$,10 Feb 2022
511333,VLSFINANCE,VLS FINANCE LTD.,10 Feb 2022
512431,WHITHAL,WHITE HALL COMMERCIAL CO.LTD.,10 Feb 2022
519224,WILLAMAGOR,WILLIAMSON MAGOR & COMPANY LTD.,10 Feb 2022
538268,WONDERLA,Wonderla Holidays Ltd,10 Feb 2022
514378,YARNSYN,YARN SYNDICATE LTD.,10 Feb 2022
532794,ZEEMEDIA,Zee Media Corporation Limited,10 Feb 2022
512017,ZEXDONTR,EXDON TRADING CO.LTD.,10 Feb 2022
506178,ZKHATAUE,KHATAU EXIM LTD.,10 Feb 2022
512004,ZNILKENG,NILKANTH ENGINEERING LTD.,10 Feb 2022
530093,ACEEDU,ACE Edutrend Ltd,11 Feb 2022
530043,ACKNIT,ACKNIT INDUSTRIES LTD.,11 Feb 2022
539391,ACME,Acme Resources Ltd,11 Feb 2022
521141,ADITYASP,ADITYA SPINNERS LTD.,11 Feb 2022
522273,AHMDSTE,AHMEDABAD STEELCRAFT LTD.,11 Feb 2022
542524,AIHL,Ambassador Intra Holdings Ltd,11 Feb 2022
500710,AKZOINDIA,Akzo Nobel India Limited,11 Feb 2022
507828,ANSALHSG,Ansal Housing Ltd-$,11 Feb 2022
538833,ANUBHAV,Anubhav Infrastructure Ltd,11 Feb 2022
508869,APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LTD.,11 Feb 2022
532212,ARCHIES,ARCHIES LTD.,11 Feb 2022
500477,ASHOKLEY,ASHOK LEYLAND LTD.,11 Feb 2022
532888,ASIANTILES,ASIAN GRANITO INDIA LTD.,11 Feb 2022
500032,BAJAJHIND,Bajaj Hindusthan Sugar Limited,11 Feb 2022
509053,BANASFN,BANAS FINANCE LTD.,11 Feb 2022
523186,BAPACK,B&A Packaging India Limited,11 Feb 2022
522004,BATLIBOI,BATLIBOI LTD.-$,11 Feb 2022
505681,BIMETAL,BIMETAL BEARINGS LTD.-$,11 Feb 2022
542932,BIRLATYRES,Birla Tyres Ltd,11 Feb 2022
532485,BLIL,BALMER LAWRIE INVESTMENTS LTD.,11 Feb 2022
532719,BLKASHYAP,B.L.KASHYAP AND SONS LTD.,11 Feb 2022
505690,BRADYM,BRADY & MORRIS ENGINEERING CO.LTD.,11 Feb 2022
531489,CGVAK,CG-VAK SOFTWARE & EXPORTS LTD.,11 Feb 2022
504973,CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,11 Feb 2022
521210,CITYMAN,CITYMAN LTD.,11 Feb 2022
501831,COASTCORP,COASTAL CORPORATION LTD.,11 Feb 2022
511611,DCMFINSERV,DCM FINANCIAL SERVICES LTD.,11 Feb 2022
530959,DIANATEA,DIANA TEA CO.LTD.,11 Feb 2022
500089,DICIND,DIC INDIA LTD.,11 Feb 2022
532488,DIVISLAB,DIVI'S LABORATORIES LTD.,11 Feb 2022
526574,ENTRINT,ENTERPRISE INTERNATIONAL LTD.,11 Feb 2022
500650,EXCELINDUS,EXCEL INDUSTRIES LTD.,11 Feb 2022
543252,FAIRCHEMOR,Fairchem Organics Ltd,11 Feb 2022
531953,GCCL,GCCL CONSTRUCTION & REALITIES LTD.,11 Feb 2022
530855,GDLLEAS,GDL LEASING & FINANCE LTD.,11 Feb 2022
526025,GLOBUSCON,Globus Constructors & Developers Limited,11 Feb 2022
533104,GLOBUSSPR,GLOBUS SPIRITS LTD.,11 Feb 2022
540081,GOVNOW,SAB Events & Governance Now Media Ltd,11 Feb 2022
542011,GRSE,Garden Reach Shipbuilders & Engineers Ltd,11 Feb 2022
506879,GUJTHEM,GUJARAT THEMIS BIOSYN LTD.,11 Feb 2022
524080,HARLETH,HARYANA LEATHER CHEMICALS LTD.,11 Feb 2022
539174,HELPAGE,Helpage Finlease Ltd,11 Feb 2022
543242,HEMIPROP,Hemisphere Properties India Ltd,11 Feb 2022
500193,HLVLTD,HLV Ltd,11 Feb 2022
517174,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,11 Feb 2022
526683,HOTELRUGBY,HOTEL RUGBY LTD.,11 Feb 2022
540530,HUDCO,Housing & Urban Development Corporation Ltd,11 Feb 2022
532659,IDFC,IDFC LIMITED,11 Feb 2022
511260,IDINFO,ID Info Business Services Ltd,11 Feb 2022
500106,IFCI,IFCI LTD.,11 Feb 2022
514238,IKAB,IKAB SECURITIES & INVESTMENT LTD.,11 Feb 2022
511628,IMCAP,IM+ Capitals Limited,11 Feb 2022
543258,INDIGOPNTS,Indigo Paints Ltd,11 Feb 2022
511391,INTRGLB,INTER GLOBE FINANCE LTD.,11 Feb 2022
504786,INVPRECQ,INVESTMENT & PRECISION CASTINGS LTD.,11 Feb 2022
509496,ITDCEM,ITD CEMENTATION INDIA LTD.,11 Feb 2022
523610,ITI,ITI LTD.,11 Feb 2022
538422,JACKSON,Jackson Investments Ltd,11 Feb 2022
512237,JAICORPLTD,JAI CORP LTD.,11 Feb 2022
502901,JAMSHRI,Jamshri Realty Ltd-$,11 Feb 2022
514034,JBFIND,JBF INDUSTRIES LTD.,11 Feb 2022
524731,JENBURPH,JENBURKT PHARMACEUTICALS LTD.,11 Feb 2022
531861,JOINDRE,JOINDRE CAPITAL SERVICES LTD.,11 Feb 2022
533451,KARMAENG,KARMA ENERGY LTD.,11 Feb 2022
507948,KEYCORP,KEY CORP LTD.,11 Feb 2022
512597,KEYFINSER,Keynote Financial Services Ltd,11 Feb 2022
535730,KHOOBSURAT,Khoobsurat Ltd,11 Feb 2022
531274,KINETRU,KINETIC TRUST LTD.,11 Feb 2022
507598,KLRFM,Kovilpatti Lakshmi Roller Flour Mills Ltd,11 Feb 2022
519415,KMGMILK,KMG MILK FOOD LTD.,11 Feb 2022
514360,KRRAIL,K&R Rail Engineering Ltd,11 Feb 2022
532937,KUANTUM,KUANTUM PAPERS LTD.,11 Feb 2022
504258,LAKSELEC,LAKSHMI ELECTRICAL CONTROL SYSTEMS LTD.,11 Feb 2022
590075,LAMBODHARA,LAMBODHARA TEXTILES LTD.-$,11 Feb 2022
514036,LOYALTEX,LOYAL TEXTILE MILLS LTD.-$,11 Feb 2022
517206,LUMAXIND,LUMAX INDUSTRIES LTD.,11 Feb 2022
505302,LXMIATO,LAKSHMI AUTOMATIC LOOM WORKS LTD.,11 Feb 2022
523248,MACPLASQ,MACHINO PLASTICS LTD.-$,11 Feb 2022
539400,MALLCOM,Mallcom (India) Ltd,11 Feb 2022
533169,MANINFRA,MAN INFRACONSTRUCTION LTD.,11 Feb 2022
505324,MANUGRAPH,MANUGRAPH INDIA LTD.-$,11 Feb 2022
531503,MARIS,MARIS SPINNERS LTD.-$,11 Feb 2022
524404,MARKSANS,MARKSANS PHARMA LTD.,11 Feb 2022
506867,MASCH,MASTER CHEMICALS LTD.,11 Feb 2022
512505,MEENST,MEENAKSHI STEEL INDUSTRIES LTD.,11 Feb 2022
538834,MEL,Meenakshi Enterprises Ltd,11 Feb 2022
531456,MINAXI,MINAXI TEXTILES LTD.,11 Feb 2022
539220,MISHKA,Mishka Exim Ltd,11 Feb 2022
507938,MNPLFIN,MANIPAL FINANCE CORPORATION LTD.,11 Feb 2022
523160,MORGANITE,MORGANITE CRUCIBLE (INDIA) LTD.,11 Feb 2022
517334,MOTHERSUMI,MOTHERSON SUMI SYSTEMS LTD.,11 Feb 2022
542597,MSTC,MSTC Ltd,11 Feb 2022
532097,MUKANDENGG,MUKAND ENGINEERS LTD.,11 Feb 2022
500460,MUKANDLTD,MUKAND LTD.,11 Feb 2022
502587,NATHIND,Nath Industries Ltd,11 Feb 2022
519506,NCCBLUE,NCC BLUE WATER PRODUCTS LTD.,11 Feb 2022
502168,NCLIND,NCL INDUSTRIES LTD.-$,11 Feb 2022
533098,NHPC,NHPC LTD.,11 Feb 2022
530129,NILE,NILE LTD.,11 Feb 2022
504058,NIPPOBATRY,INDO-NATIONAL LTD.,11 Feb 2022
512489,OASISEC,OASIS SECURITIES LTD.,11 Feb 2022
533106,OIL,OIL INDIA LTD.,11 Feb 2022
509099,OSWALEA,OSWAL LEASING LTD.,11 Feb 2022
523151,OTCO,OTCO INTERNATIONAL LTD.,11 Feb 2022
524820,PANAMAPET,PANAMA PETROCHEM LTD.,11 Feb 2022
532676,PBAINFRA,PBA INFRASTRUCTURE LTD.,11 Feb 2022
524136,PCCOSMA,PEE CEE COSMA SOPE LTD.,11 Feb 2022
504132,PERMAGN,PERMANENT MAGNETS LTD.-$,11 Feb 2022
532810,PFC,POWER FINANCE CORPORATION LTD.,11 Feb 2022
512026,PHTRADING,PH TRADING LTD.,11 Feb 2022
532355,PICTUREHS,PICTUREHOUSE MEDIA LTD.,11 Feb 2022
513519,PITTIENG,Pitti Engineering Ltd-$,11 Feb 2022
540717,PQIF,Polo Queen Industrial and Fintech Ltd,11 Feb 2022
531257,PRATIKSH,PRATIKSHA CHEMICALS LTD.,11 Feb 2022
539636,PRECAM,Precision Camshafts Ltd,11 Feb 2022
526494,PROMACT,Promact Impex Ltd,11 Feb 2022
540027,PTIL,Prabhat Technologies (India) Ltd,11 Feb 2022
532891,PURVA,Puravankara Ltd,11 Feb 2022
517556,PVP,PVP VENTURES LTD.,11 Feb 2022
532866,QUINTEGRA,QUINTEGRA SOLUTIONS LTD.,11 Feb 2022
531412,RADIXIND,Radix Industries (India) Limited,11 Feb 2022
526813,RAGHUNAT,RAGHUNATH INTERNATIONAL LTD.,11 Feb 2022
514316,RAGHUSYN,RAGHUVIR SYNTHETICS LTD.,11 Feb 2022
531552,RAGHUTOB,RAGHUNATH TOBACCO CO.LTD.,11 Feb 2022
507962,RAJATH,Rajath Finance Limited,11 Feb 2022
522281,RAMRAT,RAM RATNA WIRES LTD.-$,11 Feb 2022
543417,RATEGAIN,RateGain Travel Technologies Ltd,11 Feb 2022
531207,RAYLA,RAYMED LABS LTD.,11 Feb 2022
511712,RELICTEC,RELIC TECHNOLOGIES LTD.,11 Feb 2022
532670,RENUKA,SHREE RENUKA SUGARS LTD.,11 Feb 2022
526492,RISHIROOP,Rishiroop Ltd,11 Feb 2022
500367,RUBFILA,RUBFILA INTERNATIONAL LTD.,11 Feb 2022
532785,RUCHIRA,RUCHIRA PAPERS LTD.,11 Feb 2022
526554,SALGUTI,SALGUTI INDUSTRIES LTD.,11 Feb 2022
521222,SANBLUE,SANBLUE CORPORATION LTD.,11 Feb 2022
543397,SAPPHIRE,Sapphire Foods India Ltd,11 Feb 2022
539218,SAUMYA,Saumya Consultants Ltd,11 Feb 2022
538520,SBL,Shivamshree Businesses Ltd,11 Feb 2022
524548,SHARMEH,SHARMA EAST INDIA HOSPITALS & MEDICAL RESEARCH LTD.,11 Feb 2022
539334,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Ltd,11 Feb 2022
520151,SHREYAS,SHREYAS SHIPPING & LOGISTICS LTD.,11 Feb 2022
532945,SHRIRAMEPC,SHRIRAM EPC LTD.,11 Feb 2022
517411,SHYAMTEL,SHYAM TELECOM LTD.,11 Feb 2022
533014,SICAGEN,SICAGEN INDIA LTD.,11 Feb 2022
536073,SILINFRA,Silverpoint Infratech Ltd,11 Feb 2022
542034,SMGOLD,S. M. Gold Ltd,11 Feb 2022
539911,SNIM,Svarnim Trade Udyog Ltd,11 Feb 2022
539217,SRESTHA,Srestha Finvest Ltd,11 Feb 2022
518053,SRICC,Sri Chakra Cement Ltd,11 Feb 2022
543412,STARHEALTH,Star Health and Allied Insurance Company Ltd,11 Feb 2022
523425,SUNRAJDI,SUNRAJ DIAMOND EXPORTS LTD.,11 Feb 2022
539406,SWAGTAM,Swagtam Trading & Services Ltd,11 Feb 2022
517201,SWITCHTE,SWITCHING TECHNOLOGIES GUNTHER LTD.,11 Feb 2022
519483,TAIIND,TAI INDUSTRIES LTD.-$,11 Feb 2022
530199,THEMISMED,THEMIS MEDICARE LTD.,11 Feb 2022
531426,TNPL,TAMIL NADU NEWSPRINT & PAPERS LTD.,11 Feb 2022
505978,TRITONV,TRITON VALVES LTD.,11 Feb 2022
524514,TULASEEBIOE,TULASEE BIO-ETHANOL LTD.,11 Feb 2022
532515,TVTODAY,TV TODAY NETWORK LTD.,11 Feb 2022
500464,UCALFUEL,UCAL FUEL SYSTEMS LTD.,11 Feb 2022
539874,UJJIVAN,Ujjivan Financial Services Ltd,11 Feb 2022
531091,UNITDCR,UNITED CREDIT LTD.,11 Feb 2022
521188,UNITEDTE,UNITED TEXTILES LTD.,11 Feb 2022
539331,VETO,Veto Switchgears and Cables Ltd,11 Feb 2022
531717,VIDHIING,Vidhi Specialty Food Ingredients Ltd-$,11 Feb 2022
538920,VINCOFE,Vintage Coffee And Beverages Ltd,11 Feb 2022
534741,VIRTUALG,VIRTUAL GLOBAL EDUCATION LTD.,11 Feb 2022
500575,VOLTAS,VOLTAS LTD.,11 Feb 2022
523011,WEIZMANIND,WEIZMANN LTD.,11 Feb 2022
501391,WHBRADY,W.H.BRADY & CO.LTD.,11 Feb 2022
514348,WINSOME,WINSOME YARNS LTD.,11 Feb 2022
532116,XOINFO,XO INFOTECH LTD.,11 Feb 2022
522209,YOGISUNG,YOGI SUNG-WON (INDIA) LTD.,11 Feb 2022
530665,ZENITHHE,ZENITH HEALTH CARE LTD.,11 Feb 2022
512303,ZMANSOON,MANSOON TRADING CO.LTD.,11 Feb 2022
521163,ZODIACLOTH,ZODIAC CLOTHING CO.LTD.,11 Feb 2022
506190,ZSARVAMA,SARVAMANGAL MERCANTILE CO.LTD.,11 Feb 2022
501386,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,11 Feb 2022
530881,ABVL,Arunjyoti Bio Ventures Ltd,12 Feb 2022
514113,ADINATH,ADINATH TEXTILES LTD.,12 Feb 2022
516020,AGIOPAPER,AGIO PAPER & INDUSTRIES LTD.-$,12 Feb 2022
524288,AIMCOPEST,AIMCO PESTICIDES LTD.,12 Feb 2022
526628,AJWAFUN,AJWA FUN WORLD & RESORT LTD.,12 Feb 2022
538863,AMARNATH,Sri Amarnath Finance Ltd,12 Feb 2022
541771,AMINTAN,Amin Tannery Ltd,12 Feb 2022
524640,ARCHITORG,ARCHIT ORGANOSYS LTD.,12 Feb 2022
538556,ARMAN,Arman Holdings Ltd,12 Feb 2022
526843,ATLANTADEV,Atlanta Devcon Limited,12 Feb 2022
530479,ATLINFRA,Atlanta Infrastructure and Finance Ltd.,12 Feb 2022
512573,AVANTI,AVANTI FEEDS LTD.-$,12 Feb 2022
512109,AVIVA,AVIVA INDUSTRIES LTD.,12 Feb 2022
523850,AXTEL,AXTEL INDUSTRIES LTD.,12 Feb 2022
539251,BALKRISHNA,Balkrishna Paper Mills Ltd,12 Feb 2022
512296,BHAGYNAGAR,BHAGYANAGAR INDIA LTD.,12 Feb 2022
531752,BIOGEN,Biogen Pharmachem Industries Ltd,12 Feb 2022
508136,BNALTD,B & A LTD.,12 Feb 2022
523019,BNRSEC,B.N.RATHI SECURITIES LTD.,12 Feb 2022
530809,BNRUDY,BNR UDYOG LTD.,12 Feb 2022
539434,BRIPORT,Brilliant Portfolios Ltd,12 Feb 2022
531119,CEENIK,CEENIK EXPORTS (INDIA) LTD.,12 Feb 2022
531595,CGCL,Capri Global Capital Limited,12 Feb 2022
507515,CJGEL,C.J.GELATINE PRODUCTS LTD.,12 Feb 2022
523489,CMMHOSP,CHENNAI MEENAKSHI MULTISPECIALITY HOSPITAL LTD.-$,12 Feb 2022
526977,CRIMSON,Crimson Metal Engineering Company Ltd,12 Feb 2022
537536,DENISCHEM,Denis Chem Lab Ltd,12 Feb 2022
512445,DEVITRD,DEVINSU TRADING LTD.,12 Feb 2022
517514,DHINDIA,D&H India Ltd-$,12 Feb 2022
538608,DWITIYA,Dwitiya Trading Ltd,12 Feb 2022
526705,ELEMARB,ELEGANT MARBLES & GRANI INDUSTRIES LTD.,12 Feb 2022
542803,ELLORATRAD,Ellora Trading Ltd,12 Feb 2022
522195,FRONTSP,FRONTIER SPRINGS LTD.,12 Feb 2022
524624,GAGAN,GAGAN GASES LTD.,12 Feb 2022
521176,GANGOTRI,GANGOTRI TEXTILES LTD.,12 Feb 2022
533212,GKB,GKB OPHTHALMICS LTD.,12 Feb 2022
531199,GLANCE,GLANCE FINANCE LTD.,12 Feb 2022
532744,GTNTEX,GTN TEXTILES LTD.,12 Feb 2022
539176,HAWAENG,Hawa Engineers Ltd,12 Feb 2022
526967,HEERAISP,HEERA ISPAT LTD.,12 Feb 2022
590018,HISARMET,HISAR METAL INDUSTRIES LTD.-$,12 Feb 2022
